央视频道,#genre#
CCTV5+,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV13,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
CCTV1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV3,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8
CCTV4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
CCTV5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8
CCTV5+,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
CCTV7,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
CCTV8,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
CCTV9,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
CCTV10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV11,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV13,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227462/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227467/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227641/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227634/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227725/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227644/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227675/index.m3u8
CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227623/index.m3u8
CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221228237/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227658/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227683/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221228307/index.m3u8
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221228156/index.m3u8
CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227661/index.m3u8
CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227686/index.m3u8
CCTV5+,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227714/index.m3u8
CCTV5+,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221228114/index.m3u8
CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227524/index.m3u8
CCTV15,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227538/index.m3u8
CCTV16,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221228320/index.m3u8
CCTV1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226969/index.m3u8
CCTV风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV风云音乐,http://113.117.74.17:8081/hls/117/index.m3u8
CCTV风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
CCTV怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
CCTV风云音乐,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8
CCTV第一剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV风云剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CHC动作电影,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC高清电影,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8


CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CCTV风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226950/1.m3u8
CCTV第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226959/1.m3u8
CCTV怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226972/1.m3u8
CCTV风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226953/1.m3u8
CCTV世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8
CCTV央视文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226981/1.m3u8
CCTV女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226969/1.m3u8
CCTV风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226984/1.m3u8
CCTV电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226987/1.m3u8
CCTV兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226975/1.m3u8



CCTV1,http://117.174.81.63:50080/newlive/live/hls/1/live.m3u8
CCTV2,http://117.174.81.63:50080/newlive/live/hls/2/live.m3u8
CCTV3,http://117.174.81.63:50080/newlive/live/hls/3/live.m3u8
CCTV4,http://117.174.81.63:50080/newlive/live/hls/4/live.m3u8
CCTV5,http://117.174.81.63:50080/newlive/live/hls/5/live.m3u8
CCTV6,http://117.174.81.63:50080/newlive/live/hls/6/live.m3u8
CCTV7,http://117.174.81.63:50080/newlive/live/hls/7/live.m3u8
CCTV8,http://117.174.81.63:50080/newlive/live/hls/8/live.m3u8
CCTV9,http://117.174.81.63:50080/newlive/live/hls/9/live.m3u8
CCTV10,http://117.174.81.63:50080/newlive/live/hls/10/live.m3u8
CCTV11,http://117.174.81.63:50080/newlive/live/hls/11/live.m3u8
CCTV12,http://117.174.81.63:50080/newlive/live/hls/12/live.m3u8
CCTV14,http://117.174.81.63:50080/newlive/live/hls/14/live.m3u8
CCTV15,http://117.174.81.63:50080/newlive/live/hls/15/live.m3u8

CCTV1,http://rfx2018.55555.io:2345/rtp/239.77.1.17:5146
CCTV1,http://rfx2018.55555.io:2345/rtp/239.77.1.144:5146
CCTV1,http://rfx2018.55555.io:2345/rtp/239.77.0.86:5146
CCTV1,http://rfx2018.55555.io:2345/rtp/239.77.0.129:5146
CCTV2,http://rfx2018.55555.io:2345/rtp/239.77.1.158:5146
CCTV2,http://rfx2018.55555.io:2345/rtp/239.253.43.17:5146
CCTV2,http://rfx2018.55555.io:2345/rtp/239.77.0.137:5146
CCTV3,http://rfx2018.55555.io:2345/rtp/239.77.0.169:5146
CCTV3,http://rfx2018.55555.io:2345/rtp/239.77.0.175:5146
CCTV4,http://rfx2018.55555.io:2345/rtp/239.77.1.163:5146
CCTV4,http://rfx2018.55555.io:2345/rtp/239.77.1.166:5146
CCTV4,http://rfx2018.55555.io:2345/rtp/239.77.0.78:5146
CCTV5,http://rfx2018.55555.io:2345/rtp/239.77.0.241:5146
CCTV5,http://rfx2018.55555.io:2345/rtp/239.77.0.170:5146
CCTV5,http://rfx2018.55555.io:2345/rtp/239.77.0.177:5146
CCTV5+,http://rfx2018.55555.io:2345/rtp/239.77.0.87:5146
CCTV5+,http://rfx2018.55555.io:2345/rtp/239.77.1.31:5146
CCTV5+,http://rfx2018.55555.io:2345/rtp/239.77.1.147:5146
CCTV6,http://rfx2018.55555.io:2345/rtp/239.77.0.171:5146
CCTV6,http://rfx2018.55555.io:2345/rtp/239.77.0.178:5146
CCTV7,http://rfx2018.55555.io:2345/rtp/239.77.1.159:5146
CCTV7,http://rfx2018.55555.io:2345/rtp/239.77.1.167:5146
CCTV7,http://rfx2018.55555.io:2345/rtp/239.77.0.138:5146
CCTV8,http://rfx2018.55555.io:2345/rtp/239.77.0.172:5146
CCTV8,http://rfx2018.55555.io:2345/rtp/239.77.0.181:5146
CCTV9,http://rfx2018.55555.io:2345/rtp/239.77.1.160:5146
CCTV9,http://rfx2018.55555.io:2345/rtp/239.77.1.168:5146
CCTV9,http://rfx2018.55555.io:2345/rtp/239.77.0.135:5146
CCTV10,http://rfx2018.55555.io:2345/rtp/239.77.1.113:5146
CCTV10,http://rfx2018.55555.io:2345/rtp/239.77.1.169:5146
CCTV10,http://rfx2018.55555.io:2345/rtp/239.77.0.134:5146
CCTV11,http://rfx2018.55555.io:2345/rtp/239.77.1.238:5146
CCTV12,http://rfx2018.55555.io:2345/rtp/239.77.1.109:5146
CCTV12,http://rfx2018.55555.io:2345/rtp/239.77.1.170:5146
CCTV12,http://rfx2018.55555.io:2345/rtp/239.77.0.136:5146
CCTV13,http://rfx2018.55555.io:2345/rtp/239.77.0.188:5146
CCTV13,http://rfx2018.55555.io:2345/rtp/239.253.43.196:5146
CCTV14,http://rfx2018.55555.io:2345/rtp/239.77.1.161:5146
CCTV14,http://rfx2018.55555.io:2345/rtp/239.77.1.171:5146
CCTV15,http://rfx2018.55555.io:2345/rtp/239.77.1.239:5146
CCTV16,http://rfx2018.55555.io:2345/rtp/239.77.1.76:5146
CCTV17,http://rfx2018.55555.io:2345/rtp/239.77.1.121:5146
CCTV17,http://rfx2018.55555.io:2345/rtp/239.77.0.198:5146



CCTV1,http://116.21.127.0:7777/rtp/239.77.1.17:5146
CCTV1,http://116.21.127.0:7777/rtp/239.77.1.144:5146
CCTV1,http://116.21.127.0:7777/rtp/239.77.0.86:5146
CCTV1,http://116.21.127.0:7777/rtp/239.77.0.129:5146
CCTV2,http://116.21.127.0:7777/rtp/239.77.1.158:5146
CCTV2,http://116.21.127.0:7777/rtp/239.253.43.17:5146
CCTV2,http://116.21.127.0:7777/rtp/239.77.0.137:5146
CCTV3,http://116.21.127.0:7777/rtp/239.77.0.169:5146
CCTV3,http://116.21.127.0:7777/rtp/239.77.0.175:5146
CCTV4,http://116.21.127.0:7777/rtp/239.77.1.163:5146
CCTV4,http://116.21.127.0:7777/rtp/239.77.1.166:5146
CCTV4,http://116.21.127.0:7777/rtp/239.77.0.78:5146
CCTV5,http://116.21.127.0:7777/rtp/239.77.0.241:5146
CCTV5,http://116.21.127.0:7777/rtp/239.77.0.170:5146
CCTV5,http://116.21.127.0:7777/rtp/239.77.0.177:5146
CCTV5+,http://116.21.127.0:7777/rtp/239.77.0.87:5146
CCTV5+,http://116.21.127.0:7777/rtp/239.77.1.31:5146
CCTV5+,http://116.21.127.0:7777/rtp/239.77.1.147:5146
CCTV6,http://116.21.127.0:7777/rtp/239.77.0.171:5146
CCTV6,http://116.21.127.0:7777/rtp/239.77.0.178:5146
CCTV7,http://116.21.127.0:7777/rtp/239.77.1.159:5146
CCTV7,http://116.21.127.0:7777/rtp/239.77.1.167:5146
CCTV7,http://116.21.127.0:7777/rtp/239.77.0.138:5146
CCTV8,http://116.21.127.0:7777/rtp/239.77.0.172:5146
CCTV8,http://116.21.127.0:7777/rtp/239.77.0.181:5146
CCTV9,http://116.21.127.0:7777/rtp/239.77.1.160:5146
CCTV9,http://116.21.127.0:7777/rtp/239.77.1.168:5146
CCTV9,http://116.21.127.0:7777/rtp/239.77.0.135:5146
CCTV10,http://116.21.127.0:7777/rtp/239.77.1.113:5146
CCTV10,http://116.21.127.0:7777/rtp/239.77.1.169:5146
CCTV10,http://116.21.127.0:7777/rtp/239.77.0.134:5146
CCTV11,http://116.21.127.0:7777/rtp/239.77.1.238:5146
CCTV12,http://116.21.127.0:7777/rtp/239.77.1.109:5146
CCTV12,http://116.21.127.0:7777/rtp/239.77.1.170:5146
CCTV12,http://116.21.127.0:7777/rtp/239.77.0.136:5146
CCTV13,http://116.21.127.0:7777/rtp/239.77.0.188:5146
CCTV13,http://116.21.127.0:7777/rtp/239.253.43.196:5146
CCTV14,http://116.21.127.0:7777/rtp/239.77.1.161:5146
CCTV14,http://116.21.127.0:7777/rtp/239.77.1.171:5146
CCTV15,http://116.21.127.0:7777/rtp/239.77.1.239:5146
CCTV16,http://116.21.127.0:7777/rtp/239.77.1.76:5146
CCTV17,http://116.21.127.0:7777/rtp/239.77.1.121:5146
CCTV17,http://116.21.127.0:7777/rtp/239.77.0.198:5146


CCTV风云足球,http://rfx2018.55555.io:2345/rtp/239.253.43.20:5146
CCTV风云足球,http://rfx2018.55555.io:2345/rtp/239.253.43.14:5146
CCTV高尔夫网球,http://rfx2018.55555.io:2345/rtp/239.253.43.22:5146
CCTV央视文化,http://rfx2018.55555.io:2345/rtp/239.253.43.27:5146
CCTV风云音乐,http://rfx2018.55555.io:2345/rtp/239.253.43.29:5146
CCTV风云音乐,http://rfx2018.55555.io:2345/rtp/239.253.43.6:5146
CCTV第一剧场,http://rfx2018.55555.io:2345/rtp/239.253.43.28:5146
CCTV第一剧场,http://rfx2018.55555.io:2345/rtp/239.253.43.15:5146
CCTV怀旧剧场,http://rfx2018.55555.io:2345/rtp/239.253.43.25:5146
CCTV怀旧剧场,http://rfx2018.55555.io:2345/rtp/239.253.43.5:5146
CCTV风云剧场,http://rfx2018.55555.io:2345/rtp/239.253.43.26:5146
CCTV风云剧场,http://rfx2018.55555.io:2345/rtp/239.253.43.16:5146
CCTV世界地理,http://rfx2018.55555.io:2345/rtp/239.253.43.24:5146
CCTV世界地理,http://rfx2018.55555.io:2345/rtp/239.253.43.7:5146
CCTV电视指南,http://rfx2018.55555.io:2345/rtp/239.253.43.19:5146
CCTV电视指南,http://rfx2018.55555.io:2345/rtp/239.253.43.10:5146
CCTV兵器科技,http://rfx2018.55555.io:2345/rtp/239.253.43.9:5146
CCTV女性时尚,http://rfx2018.55555.io:2345/rtp/239.253.43.23:5146
CCTV女性时尚,http://rfx2018.55555.io:2345/rtp/239.253.43.8:5146
CCTV央视台球,http://rfx2018.55555.io:2345/rtp/239.253.43.21:5146
CCTV央视台球,http://rfx2018.55555.io:2345/rtp/239.253.43.11:5146
CHC高清电影,http://rfx2018.55555.io:2345/rtp/239.77.0.27:5146








CCTV风云足球,http://116.21.127.0:7777/rtp/239.253.43.20:5146
CCTV风云足球,http://116.21.127.0:7777/rtp/239.253.43.14:5146
CCTV高尔夫网球,http://116.21.127.0:7777/rtp/239.253.43.22:5146
CCTV央视文化,http://116.21.127.0:7777/rtp/239.253.43.27:5146
CCTV风云音乐,http://116.21.127.0:7777/rtp/239.253.43.29:5146
CCTV风云音乐,http://116.21.127.0:7777/rtp/239.253.43.6:5146
CCTV第一剧场,http://116.21.127.0:7777/rtp/239.253.43.28:5146
CCTV第一剧场,http://116.21.127.0:7777/rtp/239.253.43.15:5146
CCTV怀旧剧场,http://116.21.127.0:7777/rtp/239.253.43.25:5146
CCTV怀旧剧场,http://116.21.127.0:7777/rtp/239.253.43.5:5146
CCTV风云剧场,http://116.21.127.0:7777/rtp/239.253.43.26:5146
CCTV风云剧场,http://116.21.127.0:7777/rtp/239.253.43.16:5146
CCTV世界地理,http://116.21.127.0:7777/rtp/239.253.43.24:5146
CCTV世界地理,http://116.21.127.0:7777/rtp/239.253.43.7:5146
CCTV电视指南,http://116.21.127.0:7777/rtp/239.253.43.19:5146
CCTV电视指南,http://116.21.127.0:7777/rtp/239.253.43.10:5146
CCTV兵器科技,http://116.21.127.0:7777/rtp/239.253.43.9:5146
CCTV女性时尚,http://116.21.127.0:7777/rtp/239.253.43.23:5146
CCTV女性时尚,http://116.21.127.0:7777/rtp/239.253.43.8:5146
CCTV央视台球,http://116.21.127.0:7777/rtp/239.253.43.21:5146
CCTV央视台球,http://116.21.127.0:7777/rtp/239.253.43.11:5146
CHC高清电影,http://116.21.127.0:7777/rtp/239.77.0.27:5146





卫视频道,#genre#


广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226010/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227476/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
湖南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227698/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
湖北卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227703/index.m3u8
江苏卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227689/index.m3u8
江苏卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227402/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
山东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227697/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
